SCP #,Title,rating,Classification,Type,Related GOI(s),Location Notes,Author,Leaked info,Humanoid or Structure,"Animal, Computer or Extradimensional",Autonomous or Cognitohazard),"Artifact, Location or Sentient",Summary,Gender,,Ethnicity / Origins
868,Mnemonic Meme,,euclid,memetic,Prometheus Labs,,,,,,,,,,,
869,Summer of '48,,euclid,structure,,,,,structure,,,,,,,
870,The Maybe There Monsters,,keter,animal,,,,,,animal,,,,,,
872,The Tattered Farmer,,safe,animal,,,,,,animal,,artifact,,,,
874,Abyssal Fluid,,euclid,extradimensional,,,,,,extradimensional,,location,,,,
875,War Criminals,,safe,structure,,,,,structure,,autonomous,,,,,
876,Element-Switching Pills,,safe,transfiguration,,,,,,,,,,,,
878,The Actor,,euclid,humanoid,,,,,humanoid,,,,,,,
879,Colonial Cetacean,,euclid,animal,,,,,,animal,cognitohazard,,,,,
880,Trapped Winter,,euclid,location,,,,,,,,location,,,,
881,Little People,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
883,Extradimensional Beehive,,euclid,extradimensional,,,,,,extradimensional,,,,,,
884,A Shaving Mirror,,euclid,cognitohazard,Chaos Insurgency,,,,,,cognitohazard,artifact,,,,
885,Living Vacuum,,euclid,alive,,,,,,,,,,,,
886,Nanny,,safe,humanoid,,,,,humanoid,animal,,sentient,,,,
887,Hypergraphia,,safe,humanoid,,,,,humanoid,,,sentient,,male,,russian
888,Memory Stones,,safe,stone,,,,,,,,,,,,
889,Hybridization,,euclid,building,,,,,,,,,,,,
890,The Rocket Surgeon,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
891,California Field,,euclid,location,,,,,,,,location,,,,
892,Everyone's Spreadsheet,,euclid,computer,,,,,,computer,,,,,,
893,Asexual,,safe,humanoid,,,,,humanoid,,,sentient,,male,,hispanic
894,"Speak No, Hear No, See No",,safe,cognitohazard,The Factory,,,,,,cognitohazard,,,,,
896,Online Role Playing Game,,safe,computer,,,,,,computer,,,,,,
897,Voodoo Organ Transplant,,safe,humanoid,,,,,humanoid,,,sentient,,,,
898,Memetic Counter-Agent,,safe,mind-affecting,,,,,,,,,,,,
899,Lost Children,,euclid,humanoid,,,,,humanoid,,cognitohazard,location,,,,
900,City of the Sun,,euclid,humanoid,,,,,humanoid,,,,,,,
901,The Building on the Square,,euclid,building,,,,,,,,,,,,
904,A Short Poem,,euclid,cognitohazard,,,,,,,cognitohazard,,,,,
905,Mr. Chameleon,,safe,humanoid,Dr. Wondertainment,,,,humanoid,,,sentient,,,,
906,Scouring Hive,,euclid,humanoid,,,,,humanoid,animal,,,,,,
907,An Exploratory Vehicle,,safe,extraterrestrial,,,,,,,,,,,,
908,Colocated Rock,,safe,extradimensional,,,,,,extradimensional,,location,,,,
909,Mr. Forgetful,,euclid,humanoid,Dr. Wondertainment,,,,humanoid,,,,,male,,white
910,Immortality Serum,,euclid,biohazard,,,,,,,,,,,,
911,Egyptian Book of the Dead,,euclid,extradimensional,,,,,,extradimensional,,,,,,
912,Autonomous SWAT Armor,,safe,autonomous,,,,,,,autonomous,,,,,
913,Mr. Hungry,,euclid,humanoid,Dr. Wondertainment,,,,humanoid,,,sentient,,,,African American
915,The Mechanotesseractic Computer,,euclid,computer,,,,,,computer,,,,,,
916,Man's Best Friend,,safe,animal,,,,,,animal,,,,,,
917,Mr. Moon,,safe,humanoid,Dr. Wondertainment,,,,humanoid,,,sentient,,male,,white
918,Baby Mill,,euclid,autonomous,,,,,,,autonomous,,,,,
919,Needy Mirror,,safe,autonomous,,,,,,,autonomous,sentient,,,,
920,Mr. Lost,,euclid,humanoid,Dr. Wondertainment,,,,humanoid,,,,,male,,Asian
921,Museum of Memories,,euclid,structure,,,,,structure,,,location,,,,
922,Another Version of the Truth,,euclid,building,Unusual Incidents U.,,,,,,,,,,,Aboriginal
923,A Useful Tool,,safe,electronic,,,,,,,,,,,,
924,The Ice Water Men,,euclid,humanoid,,,,,humanoid,,,,,,,
925,The Mushroom Cultist,,euclid,humanoid,,,,,humanoid,,,,,,,
926,Guqin,,safe,instrument,,,,,,,,,,,,
927,Contagious House,,euclid,building,,,,,,,,,,,,
928,The White King,,euclid,autonomous,,,,,,,autonomous,,,,,
929,The Cuckoo,,euclid,mind-affecting,,,,,,,,,,,,
930,Seagull Island,,euclid,animal,,,,,,animal,,location,,,,
932,Night Feeder,,euclid,humanoid,,,,,humanoid,,,,,,,
933,Duct Tape,,euclid,humanoid,,,,,humanoid,,,artifact,,,,
934,Inland Lighthouse,,euclid,building,,,,,,,,,,,,
936,Fruit of Man,,euclid,humanoid,,,,,humanoid,animal,,,,,,
937,Walking Sticks,,safe,plant,,,,,,,,,,,,
938,Blood and Thunder,,keter,sentient,,,,,,,,sentient,,,,
939,With Many Voices,,keter,auditory,,,,,,,,,,,,
940,Araneae Marionettes,,keter,parasitic,,,,,,,,,,,,
941,Carsickness,,euclid,vehicle,,,,,,,,,,,,
942,Blood Candy,,safe,transfiguration,,,,,,,,,,,,
943,Repayment in Kind,,safe,visual,,,,,,,,,,,,
944,Mirror Maze,,euclid,extradimensional,,,,,,extradimensional,,,,,,
945,Box of Shawabti,,euclid,clay,,,,,,,,,,,,
946,A Formal Discussion,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
947,Their Own Fault,,euclid,humanoid,,,,,humanoid,,,,,,,
948,Hope,,euclid,building,,,,,,,,,,,,
949,Wondertainment Land,,safe,structure,Dr. Wondertainment,,,,structure,,,,,,,
950,Clothes Dryer,,safe,biohazard,,,,,,,,,,,,
951,My Friend LUCAS,,safe,computer,,,,,,computer,,sentient,,,,
952,Jack Of Hearts,,euclid,humanoid,,,,,humanoid,,,,,,,
953,Polymorphic Humanoid,,keter,humanoid,,,,,humanoid,animal,,sentient,,,,
954,Vocalizing Frogs,,euclid,animal,,,,,,animal,,,,,,
955,Mr. Sillybug,,safe,animal,,,,,,animal,,sentient,,,,
956,The Child-Breaker,,euclid,autonomous,,,,,,,autonomous,,,,,
957,Baiting,,keter,humanoid,,,,,humanoid,extradimensional,,sentient,,,,
958,General-Beep,,safe,toy,"The Factory, Dr. Wondertainment",,,,,,,,,,,
959,The Bogeyman,,safe,humanoid,,,,,humanoid,,cognitohazard,sentient,,male,,white
960,Inspiration,,safe,artifact,,,,,,,,artifact,,,,
961,University Sundial,,euclid,tool,Alexylva,,,,,,,,,,,
964,Indescribable Polymorph,,euclid,artifact,,,,,,,,artifact,,,,
965,The Face In The Window,,euclid,cognitohazard,,,,,,,cognitohazard,,,,,
966,Sleep Killer,,euclid,humanoid,,,,,humanoid,,,,,,,
967,Infinite Scrapyard,,euclid,location,,,,,,,,location,,,,
968,Tar Baby,,keter,sentient,,,,,,,,sentient,,,,
969,█████ Brand Mosquito Repellent,,euclid,transfiguration,,,,,,,,,,,,
970,The Recursive Room,,euclid,extradimensional,,,,,,extradimensional,,location,,,,
972,Immunity,,safe,humanoid,,,,,humanoid,,,sentient,,,,
973,Smokey,,euclid,humanoid,,,,,humanoid,,,location,,,,
974,Treehouse Predator,,euclid,humanoid,,,,,humanoid,,,,,,,
975,Subway Frogs,,euclid,extradimensional,,,,,,extradimensional,,sentient,,,,
976,Anomalous Hard Drive,,safe,extradimensional computer,,,,,,extradimensional / computer,,,,,,
977,The Security Station,,euclid,location,,,,,,,,location,,,,
978,Desire Camera,,safe,visual,,,,,,,,,,,,
979,Stoneware Rabbit,,euclid,cognitohazard,,,,,,,cognitohazard,sentient,,,,
980,An Absence of Detail,,safe,humanoid,,,,,humanoid,,,sentient,,,,
981,The Director's Cut,,safe,transfiguration,,,,,,,,,,,,
982,Chicago Loop,,safe,city,MC&D Ltd,,,,,,,,,,,
983,The Birthday Monkey,,safe,autonomous,,,,,,,autonomous,,,,,
984,A Public Restroom,,safe,animal,,,,,,animal,,location,,,,
985,Lost Luggage Claim,,euclid,cognitohazard,,,,,,,cognitohazard,location,,,,
986,Faulkner's Last Manuscript,,safe,document,,,,,,,,,,,,
987,Gruesome Gallery,,euclid,sentient,,,,,,,,sentient,,,,
988,Unopenable Chest,,safe,container,,,,,,,,,,,,
989,Self-Defense Sugar,,safe,artifact,MC&D Ltd,,,,,,,artifact,,,,
991,A Syringe,,safe,mind-affecting,,,,,,,,,,,,
992,Gaia's Emissary,,euclid,humanoid,,,,,humanoid,,cognitohazard,sentient,,,,
994,Some Silver Dishes,,euclid,animal,,,,,,animal,,,,,,
995,Under The Couch,,euclid,animal,,,,,,animal,,,,,,
996,Broken Topology,,euclid,artifact,,,,,,,,artifact,,,,
998,Missing Aircraft,,euclid,vehicle,,,,,,,,,,,,
1001,Ya-Te-Veo,,euclid,plant,,,,,,,,,,,,
1002,Demisers,,euclid,humanoid,,,,,humanoid,,autonomous,sentient,,,,
1003,Tapeworm Child,,keter,humanoid,,,,,humanoid,,,,,,,
1004,Factory Porn,,safe,visual,The Factory,,,,,,,,,,,
1005,The Painted Man,,safe,humanoid,MC&D Ltd,,,,humanoid,,,sentient,,,,
1006,Spider Proletariat,,safe,sentient,,,,,,,,sentient,,,,
1007,Mr. Life and Mr. Death,,safe,humanoid,"MC&D Ltd, Dr. Wondertainment",,,,humanoid,,,sentient,,,,
1008,Exile Stone,,safe,visual,,,,,,,,,,,,
1009,The Beautiful World,,keter,extradimensional animal,,,,,,extradimensional / animal,,location,,,,
1010,The Green Man,,safe,humanoid,,,,,humanoid,,,sentient,,,,
1011,Humanization Process,,safe,cognitohazard,GRU-P,,,,,,cognitohazard,,,,,
1012,Secret Chord,,keter,acoustic,,,,,,,,,,,,
1013,Cockatrice,,keter,animal,,,,,,animal,,,,,,
1014,Jonah Crusoe,,euclid,humanoid,,,,,humanoid,animal,,,,,,
1015,Poor Man's Midas,,safe,transfiguration,,,,,,,,,,,,
1016,The Bloody Key,,safe,temporal,,,,,,,,,,,,
1017,The Replacement,,euclid,autonomous,,,,,,,autonomous,,,,,
1018,The Thirst,,safe,artistic,Are We Cool Yet?,,,,,,,,,,,
1020,An Important Letter,,euclid,autonomous,,,,,,,autonomous,,,,,
1021,Exit,,safe,artifact,,,,,,,,artifact,,,,
1022,Suspiciously Clean Coat,,safe,visual,,,,,,,,,,,,
1023,The Glass Seismograph,,safe,mechanical,MC&D Ltd,,,,,,,,,,,
1024,The Basic Set,,safe,ectoentropic,,,,,,,,,,,,
1026,Someone You Know,,euclid,humanoid,,,,,humanoid,,,,,,,
1027,Carnivorous CNS,,euclid,humanoid,,,,,humanoid,,autonomous,,,,,
1028,Mindwarp Murmuration,,safe,animal,,,,,,animal,cognitohazard,,,,,
1029,Scratch 'n' Sniff JPEG,,safe,computer,,,,,,computer,,,,,,
1030,Anything Golem,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
1031,Red Light Enforcement Module,,safe,artifact,,,,,,,,artifact,,,,
1032,The Prediction Clock,,euclid,appliance,,,,,,,,,,,,
1033,33 Second Man,,euclid,humanoid,,,,,humanoid,,,,,,,
1034,Dollmaker's Kit,,safe,transfiguration,,,,,,,,,,,,
1036,Nkondi,,euclid,sapient,,,,,,,,,,,,
1037,Rotbolt,,euclid,artifact,,,,,,,,artifact,,,,
1038,An RCA Cable,,safe,extradimensional,,,,,,extradimensional,,,,,,
1039,The Gathering Doll,,euclid,sentient,,,,,,,,sentient,,,,
1040,Daniel,,safe,cognitohazard,,,,,,,cognitohazard,,,,,
1041,Multiple Pasts Disorder,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
1042,Ghost Stone,,safe,humanoid,,,,,humanoid,,,artifact,,,,
1043,Instant Structures,,euclid,container,Alexylva,,,,,,,,,,,
1044,The Contradictory Echo,,safe,location,,,,,,,,location,,,,
1045,Candle of Life,,safe,humanoid,,,Drewbear,1045 doesn't cause people to burn up. It's a monitor of something happening… elsewhere.,humanoid,,,,,,,
1046,A House Without a Bedroom,,euclid,humanoid,,,,,humanoid,,,,,,,
1047,Vengefully Ironic Street Signs,,safe,artifact,,,,,,,,artifact,,,,
1049,The Bonetaker Owl,,safe,animal,,,,,,animal,,,,,,
1050,Obsidian Obelisk of Warning,,safe,extraterrestrial,,,,,,,,,,,,
1051,Nevadan Extraterrestrial,,euclid,sentient location,,,,,,,,sentient / location,,,,
1052,Ana,,safe,artifact,,,,,,,,artifact,,,,
1053,Overpopulation,,keter,artifact,,,,,,,,artifact,,,,
1054,The 'Garden' Gnome,,safe,humanoid,,,,,humanoid,,,,,,,
1056,Re-size It!,,safe,transfiguration,The Factory,,,,,,,,,,,
1058,The Semivisible Man,,safe,humanoid,MC&D Ltd,,,,humanoid,,,sentient,,,,
1059,Infectious Censorship,,euclid,meta,,,,,,,,,,,,
1060,Penanggalan,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
1061,The Accidental Car,,safe,extradimensional,,,,,,extradimensional,,,,,,
1062,NS Magazine,,safe,cognitohazard,,,,,,,cognitohazard,,,,,
1063,Freiherr von Schwarzwald,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
1064,Candle Ring,,safe,mind-affecting,,,,,,,,,,,,
1065,Self-Immolating Books,,safe,mind-affecting,,,,,,,,,,,,
1066,Instant Education,,safe,mind-affecting,,,,,,,,,,,,
1067,Tea-making Teaspoons,,safe,artifact,,,,,,,,artifact,,,,
1068,Harmless Nuke,,safe,toy,Chaos Insurgency,,,,,,,,,,,
1069,Ys,,euclid,humanoid,,,,,humanoid,,cognitohazard,sentient / location,,,,
1070,Re-Educational Software,,safe,cognitohazard,,,,,,,cognitohazard,,,,,
1071,Improvement Test,,euclid,mind-affecting,,,,,,,,,,,,
1072,Memory-Replacing Disc,,safe,artifact,,,,,,,,artifact,,,,
1073,Computing Microbes,,safe,computer,,,,,,computer,,,,,,
1074,Stendhal's Nightmare,,safe,cognitohazard,Are We Cool Yet?,,,,,,cognitohazard,,,,,
1075,The Forest Normally Known as Vince,,euclid,mind-affecting,,,,,,,,,,,,
1076,The Only Child,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
1077,Devil's Cap Mushroom,,euclid,biohazard,,,,,,,,,,,,
1078,Sight-Stealing Eye,,euclid,visual,,,,,,,,,,,,
1079,Dr Wondertainment's Bubblebath Bonbons,,safe,transfiguration,Dr. Wondertainment,,,,,,,,,,,
1080,The Creche,,safe,humanoid,Alexylva,,,,humanoid,,,,,,,
1081,University Speakers,,safe,mind-affecting,Alexylva,,,,,,,,,,,
1082,The Whole Truth,,euclid,mind-affecting,,,,,,,,,,,,
1083,University Skull,,safe,humanoid,Alexylva,,,,humanoid,,,,,,,
1084,Damaged Mausoleum,,euclid,structure,,,,,structure,,,artifact,,,,
1085,Pound Off the Pounds!,,euclid,mind-affecting,,,,,,,,,,,,
1086,Second-Brain Syndrome,,euclid,transfiguration,,,,,,,,,,,,
1087,White Tarsier,,safe,animal,,,,,,animal,,,,,,
1088,The Eternity Ward,,safe,building,,,,,,,,,,,,
1089,The IC-UC,,safe,electronic,MC&D Ltd,,,,,,,,,,,
1090,Cordless Headphones,,safe,cognitohazard,,,,,,,cognitohazard,artifact,,,,
1091,Digital Mode Shortwave Entity,,euclid,sapient,,,,,,,,,,,,
1092,A Species of Fish,,euclid,animal,,,,,,animal,,,,,,
1093,The Lamp Man,,safe,humanoid,,,,,humanoid,,,,,,,
1094,Playground of the Lost,,safe,structure,,,,,structure,,,location,,,,
1095,The Fall of a King,,keter,extradimensional,,,,,,extradimensional,,location,,,,
1096,Perfect Plastic,,safe,artifact,The Factory,,,,,,,artifact,,,,
1097,Liquefied Empath,,euclid,liquid,,,,,,,,,,,,
1098,Virulent Word,,euclid,cognitohazard,,,,,,,cognitohazard,,,,,
1099,Spawn-Water,,euclid,liquid,,,,,,,,,,,,
1100,Gaia's Blood,,keter,transfiguration,,,,,,,,,,,,
1101,An Interesting Topic,,euclid,mind-affecting,,,,,,,,,,,,
1102,The Blue Ridge Phenomenon,,euclid,location,,,,,,,,location,,,,
1103,Dr. Wondertainment Young Surgeon's Transplant Kit,,safe,humanoid,Dr. Wondertainment,,,,humanoid,,,,,,,
1104,Nose Crab,,keter,parasitic,,,,,,,,,,,,
1105,Neural Polypore,,safe,alive,,,,,,,,,,,,
1106,Grow Your Own Child Kit,,safe,container,The Factory,,,,,,,,,,,
1107,A Signal,,safe,extraterrestrial,,,,,,,,,,,,
1108,A Swamp God,,euclid,meteorological,,,,,,,,,,,,
1109,The Painkiller,,safe,container,,,,,,,,,,,,
1110,Videos of a Robbery,,euclid,humanoid,,,,,humanoid,,,,,,,
1111,The White Dog,,euclid,humanoid,,,,,humanoid,,,,,,,
1112,Shadow Play,,safe,autonomous,,,,,,,autonomous,artifact,,,,
1113,Lachesis' Spinner,,safe,humanoid,,,,,humanoid,,,,,,,
1114,What a Dummy,,euclid,humanoid,,,,,humanoid,,,artifact,,,,
1115,Distant Early Warning,,euclid,automaton,,,,,,,,,,,,
1116,Humanoid Remote Drones,,euclid,humanoid,,,,,humanoid,,,,,,,
1117,Feasting Table,,euclid,cognitohazard,,,,,,,cognitohazard,,,,,
1118,Os Sumum,,safe,mind-affecting,GRU-P,,,,,,,,,,,
1119,No Touching,,euclid,humanoid,,,,,humanoid,,,sentient,,male,,white
1120,Freeze Tag,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
1121,The Skinning Disease,,euclid,extraterrestrial,,,,,,,,,,,,
1122,The House of Tomorrow,,euclid,humanoid,,,,,humanoid,,,location,,,,
1124,Xenoplague,,keter,animal,,,,,,animal,,sentient,,,,
1125,Answer Dice,,euclid,artifact,The Factory,,,,,,,artifact,,,,
1126,Agent Palmer,,safe,sentient,,,,,,,,sentient,,,,
1127,A Film Festival,,safe,mind-affecting,Are We Cool Yet?,,,,,,,,,,,
1128,Aquatic Horror,,euclid,cognitohazard,,,,,,,cognitohazard,,,,,
1129,Hyperarousal Response,,euclid,cognitohazard,,,,,,,cognitohazard,,,,,
1130,A Handy Shortcut,,safe,extradimensional,,,,,,extradimensional,,,,,,
1131,The Oscar Bug,,euclid,animal,,,,,,animal,,,,,,
1132,Snake Tongue,,safe,humanoid,,,,,humanoid,,,,,Female,,Mexican
1133,Intravenous Sin,,safe,electronic,,,,,,,,,,,,
1134,Lead Paint,,safe,liquid,,,,,,,,,,,,
1135,Living Village,,euclid,city,Manna Charitable F.,,,,,,,,,,,
1136,Subjective Directional Gravity,,euclid,animal,,,,,,animal,,,,,,
1138,Book of Letters,,euclid,cognitohazard,,,,,,,cognitohazard,,,,,
1139,The Broken Tongue,,euclid,artifact,Broken God,,,,,,,artifact,,,,
1140,Gurgles,,safe,sentient,,,,,,,,sentient,,,,
1141,Entrepreneurial Spirit,,keter,extradimensional,,,,,,extradimensional,,,,,,
1142,A Cry for Help,,safe,extradimensional,,,,,,extradimensional,,,,,,
1143,Suricate Altar,,safe,cognitohazard,,,,,,,cognitohazard,,,,,
1144,Orion Scales,,safe,electronic,,,,,,,,,,,,
1145,Nagasaki Teddy,,euclid,toy,,,,,,,,,,,,
1146,Psycho Printer,,safe,autonomous,,,,,,,autonomous,sentient,,,,
1147,Adaptive Plum Tree,,euclid,plant,,,,,,,,,,,,
1148,Imperfect Image,,safe,cognitohazard,,,,,,,cognitohazard,,,,,
1149,Erratic Weather Vane,,euclid,artifact,,,,,,,,artifact,,,,
1150,The Passengers,,safe,autonomous,MC&D Ltd,,,,,,autonomous,sentient,,,,
1151,A Handy Marker,,safe,mind-affecting,,,,,,,,,,,,
1152,A Common Raccoon,,safe,humanoid,,,,,humanoid,,cognitohazard,sentient,,,,
1153,Programmable Patients,,safe,humanoid,,,,,humanoid,computer,,,,,,
1154,Conceptual Dragon,,safe,visual,,,,,,,,,,,,
1155,Predatory Street Art,,keter,transfiguration,,,,,,,,,,,,
1156,Wellington the Wonder Horse,,safe,animal,MC&D Ltd,,,,,animal,,sentient,,,,
1157,Bifurcating Man,,keter,humanoid,,,,,humanoid,,,sentient,,male,,white
1159,The Wind Harp,,safe,artifact,,,,,,,,artifact,,,,
1160,Effective Containment,,safe,cognitohazard,,,,,,,cognitohazard,,,,,
1161,How-To Book,,safe,document,,,,,,,,,,,,
1162,A Hole in the Wall,,euclid,location,,,,,,,,location,,,,
1163,Face Swapper,,euclid,humanoid,,,,,humanoid,,,,,,,
1164,Echoing Epitaph,,safe,humanoid,,,,,humanoid,,,artifact,,,,
1165,Minus Level,,euclid,extradimensional,,,,,,extradimensional,,location,,,,
1166,Perfect Lab Specimen,,safe,animal,,,,,,animal,,sentient,,,,
1167,Disembodied Robot Head,,euclid,acoustic,,,,,,,,,,,,
1168,Captain Electricity!,,safe,humanoid,,,,,humanoid,,,,,,,
1169,Lamarck's Giraffe,,safe,animal,,,,,,animal,,,,,,
1170,Romantic Ghost,,euclid,humanoid,,,,,humanoid,extradimensional,,sentient / location,,,,
1172,Double Word Scare,,safe,container,,,,,,,,,,,,
1174,The Wreck of the Edmund Fitzgerald,,euclid,humanoid,,,,,humanoid,,,,,,,
1175,Bovine Icon and Guards,,euclid,autonomous,,,,,,,autonomous,sentient,,,,
1176,Mellified Man,,euclid,humanoid,Manna Charitable F.,,,,humanoid,,,,,,,
1177,The Coupon Cutter,,safe,humanoid,,,,,humanoid,,cognitohazard,sentient,,female,,Latin American
1178,Floating ICBM,,keter,Weapon,GRU-P,,,,,,,,,,,
1179,Centralian Fire Demon,,keter,humanoid,,,,,humanoid,,autonomous,location,,,,
1180,A Lovely Bunch of Coconuts,,safe,plant,,,,,,,,,,,,
1181,Interactive Kaleidoscope,,safe,location,,,,,,,,location,,,,
1182,Clockwork Octopus,,safe,visual,,,,,,,,,,,,
1183,Piles of Everything,,euclid,location,,,,,,,,location,,,,
1184,Truth,,safe,mind-affecting,,,,,,,,,,,,
1185,Self-Supplying Gasoline Pump,,euclid,artifact,,,,,,,,artifact,,,,
1186,Cochlear Cicadas,,euclid,animal,,,,,,animal,,,,,,
1188,Matter-Displacing Flashlight,,safe,spacetime,,,,,,,,,,,,
1189,The Sound,,euclid,cognitohazard,,,,,,,cognitohazard,,,,,
1190,Universal Simulator,,safe,computer,,,,,,computer,,,,,,
1191,Criminal Past,,safe,mind-affecting,,,,,,,,,,,,
1192,Timmy,,euclid,animal,,,,,,animal,,sentient,,,,
1194,Damaged Toy Horse,,safe,animal,Dr. Wondertainment,,,,,animal,,sentient,,,,
1195,Child's Storybook,,safe,sentient,,,,,,,,sentient,,,,
1196,Chairopractors,,safe,autonomous,,,,,,,autonomous,location,,,,
1197,Room For One,,euclid,location,,,,,,,,location,,,,
1199,Fleshtone Paint,,safe,humanoid,,,,,humanoid,,,,,,,
1200,A Little Taste Of Factory,,safe,humanoid,The Factory,,,,humanoid,,,sentient,,,,
1201,Zoroaster's Well,,euclid,location,,,,,,,,location,,,,
1202,Lost Voice,,euclid,sentient,,,,,,,,sentient,,,,
1203,Ouroboros,,euclid,humanoid,Serpents Hand,,,,humanoid,,,,,,,
1204,Clingy Transient,,euclid,sentient,,,,,,,,sentient,,,,
1205,Wallflower,,safe,cognitohazard,,,,,,,cognitohazard,artifact,,,,
1206,Lost Muse,,safe,location,,,,,,,,location,,,,
1207,Not a Mirror,,safe,cognitohazard,Are We Cool Yet?,,,,,,cognitohazard,artifact,,,,
1208,WaffleMaster 3000,,safe,transfiguration,,,,,,,,,,,,
1209,Many Eyes in Many Places,,euclid,humanoid,,,,,humanoid,,,,,,,
1210,Anomalous Radar Station,,euclid,extradimensional,,,,,,extradimensional,,location,,,,
1211,King in the Castle,,euclid,building,,,,,,,,,,,,
1212,Irresponsible Competition,,safe,mind-affecting,,,,,,,,,,,,
1213,Orphaned Catapult,,safe,autonomous,,,,,,,autonomous,sentient,,,,
1214,Anomalous Random Number Generator,,safe,computer,,,,,,computer,cognitohazard,sentient,,,,
1215,Peri Logismon,,euclid,mind-affecting,,,,,,,,,,,,
1216,Pyrami,,safe,extradimensional,,,,,,extradimensional,autonomous,,,,,
1217,An Office Complex,,safe,building,,,,,,,,,,,,
1218,One-Way Glass,,safe,humanoid,,,,,humanoid,,,,,,,
1219,Whistler,,euclid,acoustic,,,,,,,,,,,,
1220,Logos,,safe,media,,,,,,,,,,,,
1221,Unidentified Bus,,safe,mind-affecting,,,,,,,,,,,,
1222,Stasis Box,,safe,cognitohazard,,,,,,,cognitohazard,,,,,
1223,Photographic Memory,,safe,cognitohazard,,,,,,,cognitohazard,,,,,
1224,Li'l Chemist Kit,,safe,toy,Dr. Wondertainment,,,,,,,,,,,
1225,The Worst Christmas,,safe,cognitohazard,,,,,,,cognitohazard,artifact,,,,
1226,Postmodernism,,safe,cognitohazard,Are We Cool Yet?,,,,,,cognitohazard,,,,,
1227,The Family Man,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
1228,The Fan Club,,euclid,computer,,,,,,computer,,,,,,
1229,Thirty-Seven Films Starring Lana Neal,,safe,humanoid,,,,,humanoid,,,,,,,
1231,The Theoretical Family,,euclid,computer,,,,,,computer,autonomous,,,,,
1232,Novosadov Syndrome,,safe,biohazard,GRU-P,,,,,,,,,,,
1233,Mammal Terraformer,,safe,location,,,,,,,,location,,,,
1234,An Abandoned Bakery,,keter,autonomous,,,,,,,autonomous,,,,,
1235,Atlas Microcosm,,euclid,sentient,,,,,,,,sentient,,,,
1236,Four Paintings,,safe,visual,,,,,,,,,,,,
1237,The Epsilon Wave,,keter,ectoentropic,,,,,,,,,,,,
1238,Tunnelfish,,keter,geological,,,,,,,,,,,,
1239,Adult Play Area,,safe,visual,,,,,,,,,,,,
1240,The Mixed-up Pet Shop,,euclid,animal,,,,,,animal,,,,,,
1241,Livin' With Werewolves,,safe,humanoid,,,,,humanoid,,,,,,,
1242,Doppelganger Virus,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
1243,Relocation Services,,euclid,humanoid,,,,,humanoid,computer,,,,,,
1244,Universal Stopwatch,,safe,appliance,,,,,,,,,,,,
1245,Whaling Ship,,euclid,autonomous,,,,,,,autonomous,sentient,,,,
1246,Stone Spiral,,euclid,structure,,,,,structure,,,,,,,
1247,LaBeouf Viewer,,safe,humanoid,,,,,humanoid,,,sentient,,,,
1248,Personality Recorder,,safe,mind-affecting,Chaos Insurgency,,,,,,,,,,,
1249,Pestilence,,euclid,humanoid,,,,,humanoid,,,,,,,
1250,Alternate Reality Recorders,,safe,extradimensional,,,,,,extradimensional,,,,,,
